,area_type,location,total_sqft,bathroom,balcony,price,BHK
593,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
594,Carpet  Area,Sanjay nagar,1100.0,2.0,2,98.0,2.0
599,Super built-up  Area,Kalena Agrahara,1450.0,2.0,3,85.0,3.0
600,Super built-up  Area,Other,2408.5,3.0,1,220.0,3.0
601,Super built-up  Area,Other,900.0,1.0,0,90.0,1.0
602,Built-up  Area,Other,900.0,1.0,1,60.0,1.0
603,Plot  Area,Other,1125.0,4.0,1,70.0,3.0
604,Super built-up  Area,Arekere,2060.0,3.0,2,140.0,3.0
605,Super built-up  Area,Malleshwaram,2408.5,2.0,3,220.0,7.0
606,Built-up  Area,Gottigere,900.0,2.0,1,38.0,2.0
607,Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,1,49.07,2.0
609,Super built-up  Area,Other,2408.5,5.0,2,220.0,4.0
610,Plot  Area,Brookefield,2408.5,5.0,2,220.0,4.0
611,Built-up  Area,Vidyaranyapura,1200.0,2.0,2,55.0,2.0
613,Super built-up  Area,Kaggadasapura,1140.0,2.0,2,40.0,2.0
615,Plot  Area,Other,2160.0,5.0,1,220.0,6.0
616,Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2.0,1,42.0,2.0
618,Super built-up  Area,Whitefield,2408.5,4.0,2,220.0,4.0
619,Super built-up  Area,Whitefield,1790.0,3.0,1,100.0,3.0
620,Super built-up  Area,Hebbal,1920.0,3.0,2,134.0,3.0
621,Built-up  Area,HRBR Layout,1374.0,2.0,2,95.0,2.0
622,Carpet  Area,Bannerghatta Road,1445.0,3.0,2,95.0,3.0
623,Super built-up  Area,Kanakapura,900.0,1.0,1,38.0,1.0
624,Super built-up  Area,Tumkur Road,1500.0,3.0,3,95.0,3.0
625,Super built-up  Area,Whitefield,1720.0,3.0,3,100.0,3.0
627,Built-up  Area,Kundalahalli,1030.0,2.0,2,49.0,2.0
628,Super built-up  Area,Mysore Road,1200.0,2.0,1,85.0,2.0
630,Plot  Area,Hegde Nagar,1050.0,1.0,1,56.0,2.0
631,Super built-up  Area,Jalahalli,2250.0,3.0,2,160.0,3.0
632,Super built-up  Area,Bellandur,1000.0,2.0,2,50.0,2.0
633,Super built-up  Area,Other,900.0,1.0,0,38.0,1.0
634,Super built-up  Area,Marathahalli,2408.5,4.0,3,220.0,4.0
635,Super built-up  Area,Kambipura,900.0,2.0,1,38.0,2.0
639,Built-up  Area,Malleshwaram,2408.5,5.0,2,220.0,4.0
640,Super built-up  Area,Mahadevpura,1225.0,2.0,2,48.0,2.0
641,Plot  Area,Other,2408.5,3.0,1,220.0,3.0
642,Carpet  Area,Chikkalasandra,900.0,2.0,3,52.8,2.0
643,Super built-up  Area,Other,900.0,1.0,2,40.0,1.0
644,Super built-up  Area,6th Phase JP Nagar,1180.0,2.0,3,80.0,2.0
645,Super built-up  Area,Haralur Road,1194.0,2.0,2,47.0,2.0
649,Super built-up  Area,Hosakerehalli,2378.0,3.0,1,220.0,3.0
650,Super built-up  Area,Sarjapur,1128.0,2.0,1,60.0,2.0
651,Super built-up  Area,Hebbal,1500.0,3.0,1,150.0,3.0
656,Built-up  Area,Haralur Road,2408.5,5.0,1,220.0,4.0
658,Super built-up  Area,Horamavu Agara,1200.0,2.0,1,45.0,2.0
659,Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1,67.39,2.0
664,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1,45.0,3.0
665,Built-up  Area,Thanisandra,1702.0,3.0,2,130.0,3.0
666,Super built-up  Area,Other,1630.0,2.0,2,200.0,2.0
667,Super built-up  Area,Raja Rajeshwari Nagar,1141.0,2.0,2,38.55,2.0
670,Built-up  Area,Other,1200.0,2.0,0,70.0,3.0
671,Super built-up  Area,Other,1350.0,3.0,0,77.0,3.0
672,Built-up  Area,Other,2408.5,4.0,0,220.0,4.0
673,Super built-up  Area,Other,1180.0,2.0,2,78.34,3.0
675,Super built-up  Area,Other,1355.0,2.0,2,115.0,2.0
676,Plot  Area,Other,900.0,1.0,0,50.0,1.0
678,Super built-up  Area,Bannerghatta Road,1640.0,2.0,1,120.0,3.0
680,Super built-up  Area,Kodichikkanahalli,1190.0,2.0,2,57.0,3.0
681,Plot  Area,OMBR Layout,2400.0,4.0,2,220.0,4.0
682,Super built-up  Area,Marathahalli,1019.0,2.0,2,49.85,2.0
683,Super built-up  Area,Other,1875.0,3.0,2,165.0,3.0
685,Plot  Area,Brookefield,1200.0,3.0,2,140.0,3.0
687,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1,109.0,3.0
688,Super built-up  Area,Kaggadasapura,1515.0,3.0,1,83.3,3.0
692,Plot  Area,Other,900.0,2.0,1,55.0,2.0
695,Super built-up  Area,Other,1750.0,3.0,1,120.0,3.0
697,Plot  Area,Anjanapura,1500.0,3.0,1,139.0,3.0
698,Super built-up  Area,Abbigere,985.0,2.0,1,40.39,2.0
699,Plot  Area,Other,1500.0,2.0,1,87.0,3.0
704,Plot  Area,Other,1092.0,2.0,1,98.5,3.0
705,Built-up  Area,Electronic City Phase II,1090.0,2.0,1,38.0,2.0
706,Built-up  Area,Hennur Road,2264.0,3.0,1,159.0,3.0
708,Super built-up  Area,Kammasandra,900.0,2.0,2,38.0,2.0
710,Super built-up  Area,Hebbal,1337.0,2.0,1,82.0,2.0
712,Super built-up  Area,Koramangala,1580.0,3.0,2,160.0,3.0
714,Super built-up  Area,Whitefield,1640.0,4.0,2,91.0,3.0
716,Super built-up  Area,Gubbalala,1470.0,2.0,2,82.0,3.0
718,Built-up  Area,7th Phase JP Nagar,1050.0,2.0,1,71.0,2.0
719,Super built-up  Area,Other,1855.0,3.0,1,220.0,3.0
720,Super built-up  Area,Bannerghatta Road,1460.0,2.0,1,90.0,3.0
721,Built-up  Area,Hulimavu,1823.0,3.0,2,100.0,3.0
725,Plot  Area,Parappana Agrahara,1200.0,3.0,2,85.0,4.0
726,Built-up  Area,Jakkur,1590.0,2.0,2,125.0,3.0
728,Plot  Area,Raja Rajeshwari Nagar,1200.0,4.0,0,220.0,4.0
730,Built-up  Area,Haralur Road,1202.0,2.0,1,53.0,2.0
732,Super built-up  Area,Panathur,1688.0,3.0,1,118.0,3.0
733,Built-up  Area,Kaval Byrasandra,1020.0,2.0,1,52.0,2.0
734,Super built-up  Area,Sarjapur,1185.0,2.0,2,47.0,2.0
735,Super built-up  Area,Ramagondanahalli,1235.0,2.0,1,52.04,2.0
736,Super built-up  Area,Hosakerehalli,2408.5,5.0,1,220.0,4.0
737,Super built-up  Area,Banashankari,1077.0,2.0,2,38.0,2.0
738,Super built-up  Area,Kengeri Satellite Town,1415.0,2.0,3,66.0,3.0
739,Super built-up  Area,EPIP Zone,2330.0,3.0,2,162.0,3.0
741,Built-up  Area,Other,900.0,1.0,0,38.0,1.0
743,Super built-up  Area,Other,2408.5,4.0,3,220.0,4.0
744,Super built-up  Area,Anekal,900.0,2.0,1,38.0,2.0
746,Super built-up  Area,Mahadevpura,1150.0,2.0,3,52.0,2.0
747,Plot  Area,Other,900.0,1.0,1,60.0,1.0
748,Super built-up  Area,Other,1468.0,2.0,1,140.0,2.0
749,Plot  Area,Other,2408.5,5.0,2,220.0,4.0
750,Super built-up  Area,Whitefield,2280.0,4.0,2,126.0,3.0
751,Super built-up  Area,Hegde Nagar,1341.0,2.0,1,97.0,2.0
752,Super built-up  Area,Jakkur,1279.0,2.0,1,77.0,2.0
753,Super built-up  Area,Electronic City Phase II,2225.0,4.0,0,98.88,4.0
756,Super built-up  Area,Kudlu,1152.0,2.0,1,53.5,2.0
758,Super built-up  Area,Hulimavu,1300.0,2.0,3,38.0,2.0
760,Super built-up  Area,5th Phase JP Nagar,1070.0,2.0,2,39.0,2.0
761,Super built-up  Area,Uttarahalli,1101.0,2.0,0,45.0,2.0
762,Super built-up  Area,Other,900.0,2.0,1,55.0,2.0
763,Super built-up  Area,Yeshwanthpur,900.0,1.0,1,38.0,1.0
766,Super built-up  Area,Kundalahalli,900.0,2.0,1,57.99,2.0
769,Super built-up  Area,Marathahalli,1215.0,2.0,1,67.0,2.0
770,Plot  Area,Other,900.0,2.0,3,190.0,3.0
772,Super built-up  Area,Banashankari Stage VI,1177.5,2.0,0,59.935,2.0
773,Super built-up  Area,Battarahalli,1779.0,3.0,2,89.61,3.0
775,Built-up  Area,Other,2408.5,2.0,1,93.0,1.0
777,Super built-up  Area,Jalahalli,1694.0,2.0,2,150.0,2.0
778,Super built-up  Area,Hosakerehalli,2376.0,3.0,1,203.0,3.0
779,Super built-up  Area,Other,1975.0,3.0,3,150.0,3.0
780,Super built-up  Area,Kammasandra,900.0,2.0,1,38.0,2.0
781,Super built-up  Area,Kaggadasapura,1185.0,2.0,1,41.0,2.0
782,Super built-up  Area,Other,900.0,1.0,0,38.0,1.0
784,Super built-up  Area,HSR Layout,1475.0,3.0,2,75.0,3.0
785,Super built-up  Area,Gottigere,1618.0,3.0,3,82.5,3.0
786,Super built-up  Area,Koramangala,1120.0,2.0,0,65.0,2.0
787,Super built-up  Area,Marathahalli,2181.0,3.0,2,152.0,4.0
788,Plot  Area,Vidyaranyapura,1200.0,4.0,0,90.0,4.0
791,Super built-up  Area,Bannerghatta Road,1179.0,2.0,1,66.02,2.0
792,Super built-up  Area,Thanisandra,1296.0,2.0,2,83.0,2.0
793,Built-up  Area,Kaggadasapura,1275.0,2.0,2,52.0,2.0
795,Super built-up  Area,Kathriguppe,1400.0,2.0,2,77.0,3.0
796,Super built-up  Area,Gottigere,1222.0,2.0,1,63.0,2.0
799,Super built-up  Area,Tumkur Road,1779.0,3.0,2,112.0,3.0
802,Super built-up  Area,Haralur Road,1056.0,2.0,1,61.0,2.0
803,Super built-up  Area,7th Phase JP Nagar,1100.0,2.0,0,46.0,2.0
804,Built-up  Area,Arekere,920.0,2.0,1,40.0,2.0
806,Built-up  Area,Padmanabhanagar,1176.0,2.0,0,62.0,2.0
808,Super built-up  Area,Other,1352.0,3.0,0,135.0,3.0
809,Built-up  Area,Kasavanhalli,1717.0,3.0,3,99.0,3.0
812,Super built-up  Area,Vittasandra,1246.0,2.0,1,67.3,2.0
813,Super built-up  Area,Anandapura,1141.0,2.0,1,42.79,2.0
814,Built-up  Area,Hennur Road,1157.0,2.0,1,84.0,2.0
816,Built-up  Area,Yelahanka New Town,900.0,1.0,2,38.0,1.0
817,Super built-up  Area,Hebbal,1349.0,2.0,1,98.0,2.0
822,Super built-up  Area,Varthur,1091.0,2.0,1,38.0,2.0
823,Super built-up  Area,Rachenahalli,2408.5,4.0,3,220.0,4.0
824,Built-up  Area,7th Phase JP Nagar,918.0,2.0,1,50.49,2.0
827,Super built-up  Area,Yelahanka,1705.0,3.0,2,95.0,3.0
828,Built-up  Area,Kalyan nagar,1375.0,3.0,2,75.0,3.0
829,Super built-up  Area,Kanakpura Road,900.0,1.0,1,38.0,1.0
832,Super built-up  Area,7th Phase JP Nagar,1450.0,2.0,1,100.0,3.0
835,Built-up  Area,Hebbal,1000.0,2.0,2,45.0,2.0
836,Super built-up  Area,Electronic City,1128.0,2.0,1,68.75,2.0
839,Plot  Area,Nagarbhavi,1200.0,2.0,1,150.0,2.0
840,Super built-up  Area,Other,2408.5,3.0,2,220.0,3.0
841,Super built-up  Area,Kanakpura Road,1339.0,2.0,3,75.0,2.0
843,Super built-up  Area,7th Phase JP Nagar,1040.0,2.0,1,39.52,2.0
844,Super built-up  Area,Kadugodi,1198.0,2.0,2,58.0,2.0
845,Plot  Area,Other,1200.0,3.0,1,95.0,4.0
846,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2,113.0,3.0
848,Super built-up  Area,Other,1630.0,3.0,2,194.0,3.0
850,Super built-up  Area,Bannerghatta Road,1122.5,2.0,0,58.935,2.0
853,Built-up  Area,Brookefield,1142.0,2.0,2,70.0,2.0
854,Super built-up  Area,Other,1976.0,3.0,1,184.0,3.0
855,Plot  Area,Other,2408.5,4.0,1,220.0,4.0
856,Super built-up  Area,Kothannur,1853.0,3.0,2,82.0,3.0
857,Plot  Area,Vijayanagar,900.0,4.0,1,72.0,3.0
858,Super built-up  Area,Kasturi Nagar,1567.0,2.0,2,92.0,2.0
859,Super built-up  Area,Talaghattapura,1090.0,2.0,1,38.0,2.0
861,Plot  Area,Other,2400.0,4.0,1,220.0,4.0
863,Built-up  Area,Subramanyapura,1200.0,2.0,2,52.0,2.0
864,Built-up  Area,Kodichikkanahalli,995.0,2.0,1,41.0,2.0
865,Super built-up  Area,Magadi Road,900.0,2.0,1,41.1,2.0
868,Super built-up  Area,KR Puram,1225.0,2.0,1,46.55,2.0
869,Super built-up  Area,Electronic City,1342.0,2.0,1,73.3,2.0
870,Built-up  Area,Uttarahalli,1345.0,2.0,1,67.0,2.0
873,Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,1,49.39,2.0
874,Super built-up  Area,Battarahalli,1300.0,2.0,1,50.0,2.0
875,Super built-up  Area,Hosa Road,1652.0,3.0,2,85.0,3.0
877,Built-up  Area,Arekere,1740.0,2.0,1,95.0,3.0
878,Super built-up  Area,Electronic City,1360.0,2.0,1,71.0,3.0
881,Super built-up  Area,Sarjapur  Road,1278.0,2.0,2,95.0,2.0
882,Super built-up  Area,Electronic City Phase II,900.0,1.0,1,40.0,1.0
884,Plot  Area,Other,1200.0,3.0,0,95.0,3.0
886,Super built-up  Area,Chandapura,900.0,1.0,0,38.0,1.0
888,Built-up  Area,Hosur Road,2408.5,5.0,2,220.0,5.0
889,Plot  Area,Basaveshwara Nagar,2408.5,5.0,1,220.0,5.0
890,Super built-up  Area,Gunjur,1356.0,2.0,3,66.0,3.0
893,Built-up  Area,Ramamurthy Nagar,1050.0,2.0,0,38.0,2.0
896,Super built-up  Area,7th Phase JP Nagar,1070.0,2.0,1,42.79,2.0
897,Super built-up  Area,Varthur,1385.0,2.0,3,80.0,2.0
898,Plot  Area,Varthur,1000.0,1.0,1,70.0,1.0
899,Built-up  Area,Whitefield,1897.0,3.0,2,130.0,3.0
900,Super built-up  Area,Magadi Road,1005.0,2.0,1,55.78,2.0
901,Super built-up  Area,Green Glen Layout,1575.0,3.0,2,125.0,3.0
902,Super built-up  Area,Subramanyapura,975.0,2.0,1,65.0,2.0
903,Super built-up  Area,Hennur Road,1904.0,3.0,2,120.0,3.0
904,Super built-up  Area,Kengeri Satellite Town,930.0,1.0,1,38.0,1.0
905,Super built-up  Area,Kanakpura Road,900.0,1.0,1,38.0,1.0
906,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
907,Plot  Area,Electronic City Phase II,2400.0,3.0,1,150.0,2.0
908,Plot  Area,Other,1410.0,1.0,0,220.0,2.0
909,Built-up  Area,Sarjapur  Road,2238.0,3.0,1,140.0,3.0
910,Super built-up  Area,Harlur,1174.0,2.0,1,69.0,2.0
911,Built-up  Area,Thubarahalli,2408.5,4.0,3,220.0,4.0
912,Super built-up  Area,Whitefield,2225.0,2.0,1,125.0,3.0
913,Super built-up  Area,Other,1250.0,2.0,0,200.0,2.0
914,Super built-up  Area,Jigani,918.0,2.0,2,52.0,2.0
915,Super built-up  Area,Mahadevpura,1250.0,2.0,3,52.0,2.0
916,Super built-up  Area,Sarjapur  Road,1800.0,3.0,1,110.0,3.0
917,Built-up  Area,Marathahalli,1170.0,2.0,3,53.0,2.0
918,Super built-up  Area,Other,1300.0,1.0,0,200.0,1.0
919,Built-up  Area,Bannerghatta Road,900.0,2.0,1,45.0,2.0
920,Super built-up  Area,Jakkur,1710.0,3.0,2,107.0,3.0
921,Super built-up  Area,Kambipura,1082.0,2.0,1,57.5,3.0
923,Built-up  Area,Other,1500.0,4.0,1,180.0,4.0
928,Super built-up  Area,Bellandur,2408.5,5.0,2,220.0,5.0
929,Built-up  Area,Other,900.0,1.0,0,58.0,2.0
930,Super built-up  Area,Hosa Road,1045.0,2.0,1,98.89,2.0
931,Super built-up  Area,Marathahalli,1019.0,2.0,2,49.86,2.0
932,Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2,130.0,3.0
934,Super built-up  Area,Lakshminarayana Pura,1680.0,3.0,2,150.0,3.0
935,Super built-up  Area,Hebbal,2408.5,5.0,2,220.0,4.0
937,Super built-up  Area,Hosakerehalli,2408.5,3.0,1,220.0,3.0
938,Plot  Area,5th Phase JP Nagar,1260.0,2.0,1,220.0,3.0
939,Plot  Area,Ramamurthy Nagar,1800.0,4.0,3,187.0,5.0
942,Built-up  Area,Attibele,900.0,1.0,1,38.0,1.0
943,Built-up  Area,Kundalahalli,1047.0,2.0,1,82.0,2.0
944,Super built-up  Area,Other,1282.0,2.0,2,87.0,2.0
948,Built-up  Area,Kasavanhalli,2408.5,4.0,1,220.0,4.0
950,Super built-up  Area,Koramangala,2408.5,5.0,2,220.0,4.0
951,Built-up  Area,Other,1500.0,2.0,2,95.0,3.0
952,Super built-up  Area,Sahakara Nagar,1500.0,2.0,2,95.0,3.0
953,Plot  Area,Yelahanka,2408.5,5.0,1,220.0,4.0
955,Super built-up  Area,Hosa Road,1639.0,3.0,1,80.0,3.0
957,Super built-up  Area,Raja Rajeshwari Nagar,1303.0,2.0,2,55.79,2.0
958,Super built-up  Area,Koramangala,1005.0,1.0,1,110.0,2.0
959,Super built-up  Area,Kammasandra,900.0,1.0,0,38.0,1.0
961,Plot  Area,Kothannur,900.0,4.0,0,95.0,3.0
962,Super built-up  Area,Other,1300.0,1.0,1,115.0,2.0
964,Super built-up  Area,Seegehalli,901.0,2.0,1,38.0,2.0
965,Super built-up  Area,Rajaji Nagar,1725.0,3.0,3,200.0,3.0
966,Built-up  Area,Sarjapur,900.0,2.0,1,42.0,3.0
970,Built-up  Area,Other,900.0,1.0,1,38.0,1.0
974,Super built-up  Area,Uttarahalli,1175.0,2.0,2,47.0,2.0
977,Plot  Area,Ramamurthy Nagar,1640.0,4.0,3,220.0,5.0
978,Built-up  Area,Other,900.0,2.0,0,42.0,2.0
979,Super built-up  Area,Marathahalli,1325.0,2.0,2,71.55,2.0
981,Super built-up  Area,Jakkur,1396.0,2.0,1,86.51,3.0
982,Super built-up  Area,Rachenahalli,1050.0,2.0,2,52.07,2.0
983,Super built-up  Area,Thanisandra,1825.0,3.0,2,100.0,3.0
984,Super built-up  Area,7th Phase JP Nagar,1190.0,2.0,1,49.98,2.0
985,Super built-up  Area,Marathahalli,1220.0,2.0,1,56.5,2.0
987,Super built-up  Area,Hennur Road,1891.0,3.0,1,109.0,3.0
989,Super built-up  Area,Hosa Road,1161.0,2.0,1,55.15,2.0
990,Super built-up  Area,Sarjapur,900.0,1.0,0,38.0,1.0
993,Super built-up  Area,Yeshwanthpur,900.0,1.0,1,38.0,1.0
994,Super built-up  Area,Mysore Road,1175.0,2.0,1,73.5,2.0
995,Built-up  Area,Hoodi,1425.0,2.0,2,80.0,2.0
996,Plot  Area,Other,1200.0,1.0,0,38.0,1.0
998,Built-up  Area,Somasundara Palya,1255.0,2.0,2,67.0,2.0
999,Super built-up  Area,Hegde Nagar,2112.95,4.0,2,145.0,3.0
1000,Super built-up  Area,Raja Rajeshwari Nagar,900.0,1.0,1,38.0,1.0
1001,Super built-up  Area,Haralur Road,1810.0,3.0,2,100.0,3.0
1002,Super built-up  Area,Indira Nagar,1200.0,2.0,2,93.0,2.0
1003,Super built-up  Area,Harlur,1033.0,2.0,2,49.0,2.0
1004,Super built-up  Area,Other,1548.0,3.0,2,89.5,3.0
1008,Built-up  Area,Margondanahalli,2400.0,2.0,1,82.0,2.0
1012,Built-up  Area,5th Phase JP Nagar,1256.0,2.0,1,62.8,2.0
1013,Super built-up  Area,Whitefield,2268.0,3.0,2,163.0,4.0
1016,Built-up  Area,Attibele,900.0,1.0,1,38.0,1.0
1017,Plot  Area,Chandapura,1400.0,2.0,0,60.0,2.0
1019,Plot  Area,Other,2408.5,1.0,0,110.0,1.0
1020,Carpet  Area,Other,900.0,1.0,0,38.0,1.0
1022,Super built-up  Area,Sahakara Nagar,1100.0,2.0,1,56.0,2.0
1024,Plot  Area,1st Phase JP Nagar,1200.0,2.0,2,220.0,3.0
1025,Super built-up  Area,Horamavu Banaswadi,1460.0,2.0,1,80.5,2.0
1026,Super built-up  Area,Rachenahalli,1530.0,2.0,2,74.5,3.0
1027,Built-up  Area,HSR Layout,1467.0,2.0,1,55.0,2.0
1028,Super built-up  Area,Other,950.0,1.0,1,40.0,1.0
1029,Super built-up  Area,Vittasandra,1246.0,2.0,1,64.5,2.0
1030,Super built-up  Area,Kanakapura,900.0,1.0,1,38.0,1.0
1031,Super built-up  Area,Haralur Road,1194.0,2.0,2,46.0,2.0
1034,Super built-up  Area,Hoodi,1420.0,2.0,2,75.0,2.0
1035,Super built-up  Area,Kathriguppe,1250.0,2.0,1,68.75,3.0
1036,Built-up  Area,Akshaya Nagar,1280.0,2.0,1,58.0,2.0
1039,Plot  Area,Other,1215.0,4.0,3,205.0,4.0
1044,Plot  Area,Other,2408.5,5.0,2,220.0,6.0
1048,Plot  Area,Other,900.0,2.0,1,170.0,3.0
1049,Super built-up  Area,Rachenahalli,1050.0,2.0,2,55.5,2.0
1050,Super built-up  Area,Iblur Village,2408.5,3.0,1,220.0,3.0
1052,Super built-up  Area,HSR Layout,1140.0,2.0,2,46.0,2.0
1053,Plot  Area,7th Phase JP Nagar,1500.0,3.0,1,170.0,3.0
1054,Super built-up  Area,Horamavu Agara,1560.0,3.0,2,75.0,3.0
1055,Super built-up  Area,JP Nagar,1100.0,2.0,2,70.0,2.0
1057,Super built-up  Area,Hebbal,1036.0,2.0,1,50.0,2.0
1058,Built-up  Area,Akshaya Nagar,1662.0,3.0,3,85.1,3.0
1059,Super built-up  Area,Yelachenahalli,1464.0,2.0,3,105.0,3.0
1060,Super built-up  Area,Yelahanka,1234.0,2.0,2,80.0,2.0
1063,Plot  Area,2nd Stage Nagarbhavi,2408.5,2.0,3,220.0,6.0
1065,Built-up  Area,Hebbal,2408.5,4.0,2,220.0,4.0
1067,Super built-up  Area,Kanakapura,929.0,2.0,1,46.0,2.0
1068,Plot  Area,2nd Stage Nagarbhavi,2400.0,2.0,3,220.0,6.0
1075,Super built-up  Area,Kanakpura Road,1290.0,2.0,3,74.0,2.0
1077,Built-up  Area,Other,1480.0,3.0,2,90.0,3.0
1078,Plot  Area,Other,2408.5,2.0,1,220.0,3.0
1081,Super built-up  Area,Banashankari,1470.0,2.0,1,88.64,3.0
1082,Super built-up  Area,Ananth Nagar,900.0,1.0,1,38.0,1.0
1084,Super built-up  Area,Other,1600.0,3.0,3,90.0,3.0
1085,Super built-up  Area,Other,900.0,2.0,1,120.0,2.0
1087,Plot  Area,Other,1200.0,4.0,0,135.0,4.0
1090,Plot  Area,Devanahalli,2408.5,4.0,1,220.0,4.0
1091,Super built-up  Area,Jigani,918.0,2.0,2,48.0,2.0
1092,Plot  Area,Other,1500.0,3.0,2,115.0,3.0
1093,Super built-up  Area,Yelahanka,1315.0,2.0,2,85.0,2.0
1094,Plot  Area,Other,2400.0,5.0,1,220.0,4.0
1095,Super built-up  Area,Uttarahalli,1390.0,2.0,2,62.55,3.0
1096,Super built-up  Area,Uttarahalli,1330.0,2.0,1,56.0,3.0
1097,Built-up  Area,Jalahalli,2408.5,4.0,1,220.0,5.0
1098,Super built-up  Area,Other,1824.0,3.0,3,125.0,3.0
1099,Super built-up  Area,7th Phase JP Nagar,1420.0,2.0,2,96.0,3.0
1100,Plot  Area,Other,900.0,1.0,0,56.25,1.0
1102,Super built-up  Area,Hennur Road,1561.0,3.0,2,95.0,3.0
1103,Plot  Area,5th Phase JP Nagar,900.0,2.0,3,165.0,3.0
1105,Plot  Area,Hoodi,1120.0,2.0,3,145.0,3.0
1106,Super built-up  Area,Haralur Road,1225.0,2.0,1,67.38,2.0
1107,Super built-up  Area,Thanisandra,2144.0,3.0,2,135.0,3.0
1110,Super built-up  Area,Hoodi,1639.0,3.0,2,110.0,3.0
1111,Built-up  Area,Thanisandra,1240.0,2.0,1,62.0,3.0
1113,Super built-up  Area,Haralur Road,1243.0,2.0,1,46.0,2.0
1115,Super built-up  Area,Haralur Road,1027.0,2.0,2,44.0,2.0
1116,Super built-up  Area,Kambipura,1082.0,2.0,1,56.0,3.0
1120,Super built-up  Area,Electronic City,1691.0,2.0,2,102.0,3.0
1124,Built-up  Area,Hosakerehalli,2408.5,5.0,1,220.0,4.0
1125,Built-up  Area,Kammanahalli,1666.0,4.0,1,150.0,5.0
1126,Super built-up  Area,Choodasandra,1115.0,2.0,2,50.0,2.0
1127,Super built-up  Area,Mysore Road,1070.0,2.0,1,45.0,2.0
1128,Super built-up  Area,Indira Nagar,1128.0,2.0,2,105.0,2.0
1131,Super built-up  Area,Mahadevpura,1192.0,2.0,2,75.0,2.0
1132,Super built-up  Area,Haralur Road,1920.0,3.0,1,115.0,3.0
1133,Super built-up  Area,Hennur,1255.0,2.0,1,52.32,2.0
1134,Super built-up  Area,Rajaji Nagar,1357.0,2.0,1,115.0,2.0
1137,Plot  Area,Whitefield,2400.0,4.0,3,200.0,4.0
1139,Super built-up  Area,Thanisandra,1093.0,2.0,2,70.0,2.0
1140,Built-up  Area,Basaveshwara Nagar,1865.0,3.0,3,145.0,3.0
1142,Super built-up  Area,Kaikondrahalli,1039.0,2.0,2,80.0,2.0
1143,Super built-up  Area,Vittasandra,1246.0,2.0,1,64.5,2.0
1146,Plot  Area,Other,2408.5,4.0,2,220.0,4.0
1147,Super built-up  Area,Electronic City Phase II,900.0,2.0,2,38.0,2.0
1149,Super built-up  Area,Hebbal Kempapura,1800.0,3.0,2,175.0,3.0
1150,Super built-up  Area,Bommasandra,1035.0,2.0,1,41.0,2.0
1151,Super built-up  Area,Dasarahalli,1520.0,2.0,1,75.0,3.0
1152,Super built-up  Area,Whitefield,1360.0,2.0,1,95.0,2.0
1155,Plot  Area,KR Puram,1200.0,4.0,3,120.0,4.0
1156,Super built-up  Area,EPIP Zone,1330.0,2.0,1,92.5,2.0
1157,Super built-up  Area,Marathahalli,1937.0,3.0,2,160.0,3.0
1158,Super built-up  Area,Electronic City,1128.0,2.0,1,65.49,2.0
1160,Super built-up  Area,Panathur,1198.0,2.0,1,77.0,2.0
1161,Super built-up  Area,Marathahalli,1152.0,2.0,1,56.0,2.0
1163,Super built-up  Area,Frazer Town,1625.0,2.0,1,75.0,2.0
1164,Super built-up  Area,Kundalahalli,1397.0,3.0,3,105.0,3.0
1165,Super built-up  Area,Yeshwanthpur,1523.0,3.0,3,170.0,3.0
1166,Super built-up  Area,Kambipura,900.0,2.0,1,45.0,2.0
1167,Super built-up  Area,Kaggalipura,900.0,1.0,0,38.0,1.0
1168,Super built-up  Area,Yelahanka,1170.0,2.0,1,62.5,2.0
1170,Built-up  Area,Other,2400.0,3.0,2,170.0,3.0
1172,Super built-up  Area,Akshaya Nagar,1897.0,3.0,2,120.0,3.0
1173,Super built-up  Area,Rachenahalli,996.0,2.0,1,67.0,2.0
1174,Super built-up  Area,Haralur Road,1875.0,3.0,2,110.0,3.0
1175,Super built-up  Area,Other,1500.0,2.0,2,98.0,3.0
1176,Super built-up  Area,Other,2408.5,3.0,3,220.0,3.0
1177,Super built-up  Area,Ambalipura,1390.0,2.0,1,175.0,3.0
1179,Super built-up  Area,Yelahanka,900.0,1.0,0,45.0,1.0
1180,Built-up  Area,Sarjapur  Road,900.0,1.0,1,38.0,1.0
1183,Super built-up  Area,Magadi Road,1000.0,2.0,0,46.5,2.0
1184,Plot  Area,Harlur,1200.0,4.0,1,220.0,4.0
1186,Super built-up  Area,Sarjapur  Road,2408.5,5.0,2,220.0,4.0
1188,Super built-up  Area,Bellandur,1281.0,2.0,1,74.0,2.0
1189,Built-up  Area,Cooke Town,900.0,1.0,1,38.0,1.0
